año,espacio,Campo,Área,Materia,cursada,Comisiones,Chequeado,Cheq Coord,Cargado en Formulario,sec.,horario,aula,docente,Turno,Formulario,codM,nombre_c
3ro,,Prácticas y Residencias,Prácticas y Residencias,Danzas folklóricas,anual,1106 - Mie 09:30 a 11.:10 - Aula Auditorio - Domingo,FALSE,FALSE,FALSE,1106,Mie 09:30 a 11.:10,Aula Auditorio,Domingo,,3ro año,662-3.3,Danzas F
3ro,,Prácticas y Residencias,Prácticas y Residencias,Danzas folklóricas,anual,1107 - Mie 18:00 a 20:10 - Aula Auditorio - Mendez Marras,FALSE,FALSE,FALSE,1107,Mie 18:00 a 20:10,Aula Auditorio,Mendez Marras,,3ro año,662-3.3,Danzas F
2do,,Prácticas y Residencias,Prácticas y Residencias,Didáctica de la música para nivel inicial,1C,0375 - Lun 08:00 a 10:40 - Aula PA 07 - Eymann,FALSE,FALSE,FALSE,0375,Lun 08:00 a 10:40,Aula PA 07,Eymann,,2do año,662-2.12,Didactica Inicial
2do,,Prácticas y Residencias,Prácticas y Residencias,Didáctica de la música para nivel inicial,1C,0376 - Jue 18:00 a 21:00 - Aula PA 07 - Stinziano,FALSE,FALSE,FALSE,0376,Jue 18:00 a 21:00,Aula PA 07,Stinziano,,2do año,662-2.12,Didactica Inicial
3ro,,Prácticas y Residencias,Prácticas y Residencias,Didáctica de la música para nivel medio,1C,1170 - Lun 20:15 a 22:15 - Aula PB 14 - Sepulveda,FALSE,FALSE,FALSE,1170,Lun 20:15 a 22:15,Aula PB 14,Sepulveda,,3ro año,662-3.11,Didactica Medio
3ro,,Prácticas y Residencias,Prácticas y Residencias,Didáctica de la música para nivel medio,1C,1169 - Mar 11:00 a 13:00 - Aula PB 14 - Carbajo,FALSE,FALSE,FALSE,1169,Mar 11:00 a 13:00,Aula PB 14,Carbajo,,3ro año,662-3.11,Didactica Medio
1er,gR,Prácticas y Residencias,Prácticas y Residencias,Expresión corporal,anual,0488 - Lun 10:15 a 11:35 - Aula PA 08 - Verdún,FALSE,FALSE,FALSE,0488,Lun 10:15 a 11:35,Aula PA 08,Verdún,,Grupos Reducidos,662-1.7,Expr Corporal
1er,gR,Prácticas y Residencias,Prácticas y Residencias,Expresión corporal,anual,0485 - Lun 11:45 a 13:10 - Aula PA 08 - Oliart,FALSE,FALSE,FALSE,0485,Lun 11:45 a 13:10,Aula PA 08,Oliart,,Grupos Reducidos,662-1.7,Expr Corporal
1er,gR,Prácticas y Residencias,Prácticas y Residencias,Expresión corporal,anual,0489 - Mar 18:45 a 20:10 - Aula PA 07 - Seage,FALSE,FALSE,FALSE,0489,Mar 18:45 a 20:10,Aula PA 07,Seage,,Grupos Reducidos,662-1.7,Expr Corporal
1er,gR,Prácticas y Residencias,Prácticas y Residencias,Expresión corporal,anual,0485 - Vie 15:45 - Aula PA 08 - Oliart,FALSE,FALSE,FALSE,0485,Vie 15:45,Aula PA 08,Oliart,,Grupos Reducidos,662-1.7,Expr Corporal
2do,,Prácticas y Residencias,Prácticas y Residencias,Expresión teatral,anual,0321 - Lun 14:15 a 15:40 - Aula PA 07 - Urreaga,FALSE,FALSE,FALSE,0321,Lun 14:15 a 15:40,Aula PA 07,Urreaga,,2do año,662-2.9,Expr Teatral
2do,,Prácticas y Residencias,Prácticas y Residencias,Expresión teatral,anual,0327 - Mie 20:15 a 21:40 - Aula PA 07 - Chiapeta Bersan,FALSE,FALSE,FALSE,0327,Mie 20:15 a 21:40,Aula PA 07,Chiapeta Bersan,,2do año,662-2.9,Expr Teatral
2do,,Prácticas y Residencias,Prácticas y Residencias,Expresión teatral,anual,0322 - Vie 18:40 a 20:00 - Aula PA 02 - Chiapeta Bersan,FALSE,FALSE,FALSE,#REF!,Vie 18.40 a 20.00,Aula PA 05,Chiapeta Bersan,,2do año,662-2.9,Expr Teatral
2do,,Prácticas y Residencias,Prácticas y Residencias,Expresión teatral,anual,0234 - Jue 10:15 a 11:45 - Aula PA 07 - Stepanchuc,FALSE,FALSE,FALSE,0234,Jue 10:15 a 11:45,Aula PA 07,Stepanchuc,,2do año,662-2.9,Expr Teatral
2do,esp,Prácticas y Residencias,Prácticas y Residencias,Expresión teatral II,No sé,1206 - Vie 20:15 a 21:40 - Aula PA:07 - Jaime Flores Daniela,FALSE,FALSE,FALSE,1206,Vie 20:15 a 21:40,Aula PA:07,Jaime Flores Daniela,,Especialidades,No coincide,Expresión teatral II
4to,esp,Prácticas y Residencias,Prácticas y Residencias,Residencia en Escuela de Música,No sé,1574 - Vie 18:00 a 21:00 - Aula 20 PB - Diaz,FALSE,FALSE,FALSE,1574,Vie 18:00 a 21:00,Aula 20 PB,Diaz,,Especialidades,No coincide,Residencia en Escuela de Música
4to,,Prácticas y Residencias,Prácticas y Residencias,Residencia en nivel inicial,1C,1556 - Mie 08:00 a 10:40 - Aula PB 18 - Eymann,FALSE,FALSE,FALSE,1556,Mie 08:00 a 10:40,Aula PB 18,Eymann,,4to año,662-4.7,Residencia Inicial
4to,,Prácticas y Residencias,Prácticas y Residencias,Residencia en nivel inicial,1C,1557 - Mie 18:00 - Aula PB 18 - Santa Cruz -Stinziano - Funari,FALSE,FALSE,FALSE,1557,Mie 18:00,Aula PB 18,Santa Cruz -Stinziano,Funari,4to año,662-4.7,Residencia Inicial
,esp,Prácticas y Residencias,Prácticas y Residencias,Residencia en nivel inicial primario y medio,No sé,0133 - Lun 18 a 20:40 y Mie 18:00 a 20:40 - Aula PB 18 - Funari,FALSE,FALSE,FALSE,0133,Lun 18 a 20:40 y Mie 18:00 a 20:40,Aula PB 18,Funari,,Especialidades,No coincide,Residencia en nivel inicial primario y medio
4to,,Prácticas y Residencias,Prácticas y Residencias,Residencia en nivel primario,1C,1564 - Lun 08:00 a 11:00 - Aula PB 18 - Stinziano,FALSE,FALSE,FALSE,1564,Lun 08:00 a 11:00,Aula PB 18,Stinziano,,4to año,662-4.9,Residencia Primario
4to,,Prácticas y Residencias,Prácticas y Residencias,Residencia en nivel primario,1C,1565 - Lun 18:00 a 20:40 - Aula PB 18 - Colicheo/Funari,FALSE,FALSE,FALSE,1565,Lun 18:00 a 20:40,Aula PB 18,Colicheo/Funari,,4to año,662-4.9,Residencia Primario
4to,,Prácticas y Residencias,Prácticas y Residencias,Seminario Optativo: Conducción de Conjuntos Instrumentales Dirección Coral (en ámbitos no formales),2C,1592 - Lun 11:00 a 13.40 - Aula itinerante - Rodriguez,FALSE,FALSE,FALSE,1592,Lun 11:00 a 13.40,Aula itinerante,Rodriguez,,4to año,662-4.16.2,Sem Instrumental NoFormal
4to,,Prácticas y Residencias,Prácticas y Residencias,Seminario Optativo: Conducción de Conjuntos Instrumentales Dirección Coral (en ámbitos no formales),2C,1593 - Jue 14:15 a 16:55 - Aula itinerante - Martinez Bravo,FALSE,FALSE,FALSE,1593,Jue 14:15 a 16:55,Aula itinerante,Martinez Bravo,,4to año,662-4.16.2,Sem Instrumental NoFormal
4to,,Prácticas y Residencias,Prácticas y Residencias,Seminario Optativo: Conducción de Conjuntos Instrumentales Dirección Coral (en ámbitos no formales),2C,1590 - lun 08:00 a 11:00 - Aula itinerante - Matamala,FALSE,FALSE,FALSE,1590,lun 08:00 a 11:00,Aula itinerante,Matamala,,4to año,662-4.16.2,Sem Instrumental NoFormal
4to,,Prácticas y Residencias,Prácticas y Residencias,Seminario Optativo: Conducción de Conjuntos Instrumentales Dirección Coral (en ámbitos no formales),2C,1591 - Vie 14:15 a 17:15 - Aula itinerante - Matamala,FALSE,FALSE,FALSE,1591,Vie 14:15 a 17:15,Aula itinerante,Matamala,,4to año,662-4.16.2,Sem Instrumental NoFormal
4to,,Prácticas y Residencias,Prácticas y Residencias,Taller de la práctica Vocal Instrumental y de Recursos Musicales para Nivel Inicial y primario,1C,1561 - Vie 10:15 a 11:40 - Aula PB 18 - Carbajo,FALSE,FALSE,FALSE,1561,Vie 10:15 a 11:40,Aula PB 18,Carbajo,,4to año,662-4.8,Taller Voc Inst Inicial Primario
4to,,Prácticas y Residencias,Prácticas y Residencias,Taller de la práctica Vocal Instrumental y de Recursos Musicales para Nivel Inicial y primario,1C,1562 - Vie 18:45 a 20:10 - Aula PB 18 - Colicheo,FALSE,FALSE,FALSE,1562,Vie 18:45 a 20:10,Aula PB 18,Colicheo,,4to año,662-4.8,Taller Voc Inst Inicial Primario
2do,,Prácticas y Residencias,Prácticas y Residencias,Taller de práctica docente y construcción de la identidad profesional I,anual,0371 - Lun 20:15 a 22:15 - Aula PA 07 -  Stinziano - Hermosilla,FALSE,FALSE,FALSE,0371,Lun 20:15 a 22:15,Aula PA 07, Stinziano,Hermosilla,2do año,662-2.10,Taller Practica I
2do,,Prácticas y Residencias,Prácticas y Residencias,Taller de práctica docente y construcción de la identidad profesional I,anual,0364 - Jue 08:00 a 10:00 - Aula PA 07 -  Stinziano - Hermosilla,FALSE,FALSE,FALSE,0364,Jue 08:00 a 10:00,Aula PA 07, Stinziano,Hermosilla,2do año,662-2.10,Taller Practica I
3ro,,Prácticas y Residencias,Prácticas y Residencias,Taller de Práctica Docente y Construcción de la Identidad Profesional II,anual,"1160 - Lun 11:00 a 13:40 - Aula PB 14 -  Eymann, Stinziano, Sepulveda Carbajo",FALSE,FALSE,FALSE,1160,Lun 11:00 a 13:40,Aula PB 14," Eymann, Stinziano, Sepulveda Carbajo",,3ro año,662-3.9,Taller Practica II
3ro,,Prácticas y Residencias,Prácticas y Residencias,Taller de práctica docente y construcción de la identidad profesional II,anual,"1166 - Mar 18:00 a 20: 40 - Aula PB 14 - Arrain, Eymann, Cia ",FALSE,FALSE,FALSE,1166,Mar 18:00 a 20: 40,Aula PB 14,"Arrain, Eymann, Cia ",,3ro año,662-3.9,Taller Practica II
1er,,Prácticas y Residencias,Prácticas y Residencias,Taller de práctica institucional y construcción de la identidad profesional,anual,1075 - Mar 10:15 a 11:40 - Aula PA 02 - Maclean,FALSE,FALSE,FALSE,1075,Mar 10:15 a 11:40,Aula PA 02,Maclean,,1er año,662-1.11,Taller CIP
1er,,Prácticas y Residencias,Prácticas y Residencias,Taller de práctica institucional y construcción de la identidad profesional,anual,1076 - Jue 21:00 a 22:20 - Aula PB 11 - Camejo,FALSE,FALSE,FALSE,1076,Jue 21:00 a 22:20,Aula PB 11,Camejo,,1er año,662-1.11,Taller CIP
1er,,Prácticas y Residencias,Prácticas y Residencias,Taller de práctica institucional y construcción de la identidad profesional,anual,1077 - Jue 16:30 a 18:00 - Aula PA 01 - Maclean,FALSE,FALSE,FALSE,1077,Jue 16:30 a 18:00,Aula PA 01,Maclean,,1er año,662-1.11,Taller CIP
4to,esp,Formación Específica,Sonido,Producción y organización de eventos artísticos,No sé,0124 - Jue 18:00 a 19:20 - Aula Biblioteca - Consoli,FALSE,FALSE,FALSE,0124,Jue 18:00 a 19:20,Aula Biblioteca,Consoli,,Especialidades,No coincide,Producción y organización de eventos artísticos
1er,gR,Formación General,Sonido,Informática y nuevos medios I,anual,0490 - Mie 09:30 a 11:40 - Aula Mediateca - Caramagna,FALSE,FALSE,FALSE,0490,Mie 09:30 a 11:40,Aula Mediateca,Caramagna,,Grupos Reducidos,662-1.8,Informatica NM I
1er,gR,Formación General,Sonido,Informática y nuevos medios I,anual,0492 - Lun 13:30 a 15:30 - Aula Mediateca - Caramagna,FALSE,FALSE,FALSE,0492,Lun 13:30 a 15:30,Aula Mediateca,Caramagna,,Grupos Reducidos,662-1.8,Informatica NM I
1er,gR,Formación General,Sonido,Informática y nuevos medios I,anual,0494 - Lun 15:45 a 17:45 - Aula Mediateca - Caramagna,FALSE,FALSE,FALSE,0494,Lun 15:45 a 17:45,Aula Mediateca,Caramagna,,Grupos Reducidos,662-1.8,Informatica NM I
1er,gR,Formación General,Sonido,Informática y nuevos medios I,anual,0495 - Lun 18:00 a 20:00 - Aula Mediateca - Caramagna,FALSE,FALSE,FALSE,0495,Lun 18:00 a 20:00,Aula Mediateca,Caramagna,,Grupos Reducidos,662-1.8,Informatica NM I
1er,gR,Formación General,Sonido,Informática y nuevos medios I,anual,0493 - Mie 11:45 a 13:40 - Aula Mediateca - Caramagna,FALSE,FALSE,FALSE,0493,Mie 11:45 a 13:40,Aula Mediateca,Caramagna,,Grupos Reducidos,662-1.8,Informatica NM I
1er,gR,Formación General,Sonido,Informática y nuevos medios I,anual,1061 - Jue 18:00 a 20:00 - Aula Mediateca - Villar,FALSE,FALSE,FALSE,1061,Jue 18:00 a 20:00,Aula Mediateca,Villar,,Grupos Reducidos,662-1.8,Informatica NM I
1er,gR,Formación General,Sonido,Informática y nuevos medios I,anual,0503 - Jue 20:15 a 22:15 - Aula Mediateca - Villar,FALSE,FALSE,FALSE,0503,Jue 20:15 a 22:15,Aula Mediateca,Villar,,Grupos Reducidos,662-1.8,Informatica NM I
2do,gR,Formación General,Sonido,Informática y nuevos medios II,anual,0223 - Mie 18:45 a 20:10 - Aula Mediateca - Villar,FALSE,FALSE,FALSE,0223,Mie 18:45 a 20:10,Aula Mediateca,Villar,,Grupos Reducidos,662-2.8,Informatica NM II
2do,gR,Formación General,Sonido,Informática y nuevos medios II,anual,0225 - Mie 20:15 a 21:40 - Aula Mediateca - Villar,FALSE,FALSE,FALSE,0225,Mie 20:15 a 21:40,Aula Mediateca,Villar,,Grupos Reducidos,662-2.8,Informatica NM II
2do,gR,Formación General,Sonido,Informática y nuevos medios II,anual,0224 - Jue 09:30 a 10:50 - Aula Mediateca - Docente,FALSE,FALSE,FALSE,0224,Jue 09:30 a 10:50,Aula Mediateca,Docente,,Grupos Reducidos,662-2.8,Informatica NM II
2do,gR,Formación General,Sonido,Informática y nuevos medios II,anual,0229 - Jue 11:00 a 12:20 - Aula Mediateca - Docente,FALSE,FALSE,FALSE,0229,Jue 11:00 a 12:20,Aula Mediateca,Docente,,Grupos Reducidos,662-2.8,Informatica NM II
2do,gR,Formación General,Sonido,Informática y nuevos medios II,anual,0230 - Vie 15:00 a 16:20 - Aula Mediateca - Saralegui R,FALSE,FALSE,FALSE,0230,Vie 15:00 a 16:20,Aula Mediateca,Saralegui R,,Grupos Reducidos,662-2.8,Informatica NM II
2do,gR,Formación General,Sonido,Informática y nuevos medios II,anual,0222 - Vie 16:30 a 18:00 - Aula Mediateca - Saralegui R,FALSE,FALSE,FALSE,0222,Vie 16:30 a 18:00,Aula Mediateca,Saralegui R,,Grupos Reducidos,662-2.8,Informatica NM II
3ro,esp,Formación Específica,Trayectos Musicales Orientados,Arreglos vocales,No sé,"1224 - Mar 12.30 a 13:50 - Aula PB 18 - Suarez, M.   ",FALSE,FALSE,FALSE,1224,Mar 12.30 a 13:50,Aula PB 18,"Suarez, M.   ",,Especialidades,No coincide,Arreglos vocales
3ro,esp,Formación Específica,Trayectos Musicales Orientados,Comp. con medios electroacusticos I,No sé,1214 - Vie 19:30 a 20:50 - Mediateca - Saralegui R. Composición 1,FALSE,FALSE,FALSE,1214,Vie 19:30 a 20:50,Mediateca,Saralegui R. Composición 1,,Especialidades,No coincide,Comp. con medios electroacusticos I
4to,esp,Formación Específica,Trayectos Musicales Orientados,Comp. con medios electroacusticos II,No sé,0143 - Vie 18:00 a 19.20 - Mediateca - Saralegui R. Composición 2,FALSE,FALSE,FALSE,0143,Vie 18:00 a 19.20,Mediateca,Saralegui R. Composición 2,,Especialidades,No coincide,Comp. con medios electroacusticos II
3ro,esp,Formación Específica,Trayectos Musicales Orientados,Didácticas especializadas,No sé,"1232 - Jue 20:15 a 21:35 - Aula PB12- Peroni, Instrumento",FALSE,FALSE,FALSE,1232,Jue 20:15 a 21:35,"Aula PB12- Peroni, Instrumento",,,Especialidades,No coincide,Didácticas especializadas
3ro,esp,Formación Específica,Trayectos Musicales Orientados,Didácticas especializadas,No sé,"1215 - Lun 18:45 a 20:05 - Aula PB 12 - Espíndola, Composición",FALSE,FALSE,FALSE,1215,Lun 18:45 a 20:05,Aula PB 12,"Espíndola, Composición",,Especialidades,No coincide,Didácticas especializadas
3ro,esp,Formación Específica,Trayectos Musicales Orientados,Didácticas especializadas,No sé,"1222 - Horario a acordar con Docente - Aula AA NN - apellido, Dirección Coral",FALSE,FALSE,FALSE,1222,Horario a acordar con Docente,Aula AA NN,"apellido, Dirección Coral",,Especialidades,No coincide,Didácticas especializadas
3ro,esp,Formación Específica,Trayectos Musicales Orientados,Didácticas especializadas,No sé,"1228 - Horario a acordar con la profesora Lucía Corneli - Corneli, Dirección Orquestal",FALSE,FALSE,FALSE,1228,Horario a acordar con la profesora Lucía Corneli,"Corneli, Dirección Orquestal",,,Especialidades,No coincide,Didácticas especializadas
,esp,Formación Específica,Trayectos Musicales Orientados,Dirección Coral III (Especialidad),No sé,1221 - Miercoles 21:00 a 22:20 - Aula PA 09 - Sigesmundo Romero (especialidad),FALSE,FALSE,FALSE,1221,Miercoles 21:00 a 22:20,Aula PA 09,Sigesmundo Romero (especialidad),,Especialidades,No coincide,Dirección Coral III (Especialidad)
1ro,esp,Formación Específica,Trayectos Musicales Orientados,Dirección Coral I (Especialidad),No sé,0675 - Miercoles 19:30 a 20:50 - Aula PA 09 - Sigesmundo Romero (especialidad),FALSE,FALSE,FALSE,0675,Miercoles 19:30 a 20:50,Aula PA 09,Sigesmundo Romero (especialidad),,Especialidades,No coincide,Dirección Coral I (Especialidad)
1ro,esp,Formación Específica,Trayectos Musicales Orientados,Dirección Coral II (Especialidad),No sé,0535 - Miercoles 18:00 a 19:20 - Aula PA 09 - Sigesmundo Romero (especialidad),FALSE,FALSE,FALSE,0535,Miercoles 18:00 a 19:20,Aula PA 09,Sigesmundo Romero (especialidad),,Especialidades,No coincide,Dirección Coral II (Especialidad)
,esp,Formación Específica,Trayectos Musicales Orientados,Instrumento de arco,No sé,0777 - Mar 13.30 a 14:10 - Aula PA 03 - González Natalia  ,FALSE,FALSE,FALSE,0777,Mar 13.30 a 14:10,Aula PA 03,González Natalia  ,,Especialidades,No coincide,Instrumento de arco
,esp,Formación Específica,Trayectos Musicales Orientados,Instrumento de arco,No sé,0777 - Mar 14.15 a 14.55 - Aula PA 03 -  González Natalia,FALSE,FALSE,FALSE,0777,Mar 14.15 a 14.55,Aula PA 03, González Natalia,,Especialidades,No coincide,Instrumento de arco
,esp,Formación Específica,Trayectos Musicales Orientados,Instrumento de arco,No sé,0777 - Mar 15.00 a 15.40  - Aula PA 03 - González Natalia,FALSE,FALSE,FALSE,0777,Mar 15.00 a 15.40,Aula PA 03,González Natalia  ,,Especialidades,No coincide,Instrumento de arco
,esp,Formación Específica,Trayectos Musicales Orientados,Instrumento de arco,No sé,0777 - Mar 15.45 a 16.25 - Aula PA 03,FALSE,FALSE,FALSE,0777,Mar 15.45 a 16.25,Aula PA 03,González Natalia  ,,Especialidades,No coincide,Instrumento de arco
,esp,Formación Específica,Trayectos Musicales Orientados,Instrumento de viento,No sé,0683 - Jue 12.30 a 13:10 - Aula PA 05 -  Ferenza ,FALSE,FALSE,FALSE,0683,Jue 12.30 a 13:10,Aula PA 05, Ferenza ,,Especialidades,No coincide,Instrumento de viento
,esp,Formación Específica,Trayectos Musicales Orientados,Música de cámara I,No sé,0578 - Lun 11:45 a 13:05  - Aula Auditorio - Peroni,FALSE,FALSE,FALSE,0578,Lun 11:45 a 13:05 ,Aula Auditorio,Peroni,,Especialidades,No coincide,Música de cámara I
,esp,Formación Específica,Trayectos Musicales Orientados,Música de cámara II,No sé,1204 - Mar 20:15 a 21:35 - Aula PB 10 - Peroni,FALSE,FALSE,FALSE,1204,Mar 20:15 a 21:35,Aula PB 10,Peroni,,Especialidades,No coincide,Música de cámara II
,esp,Formación Específica,Trayectos Musicales Orientados,Música de cámara III,No sé,0079 - Mar 10:15 a 11: 35 - Aula Auditorio - Sanmartino,FALSE,FALSE,FALSE,0079,Mar 10:15 a 11: 35,Aula Auditorio,Sanmartino,,Especialidades,No coincide,Música de cámara III
,esp,Formación Específica,Trayectos Musicales Orientados,Orquestación I,No sé,"0775 - Mie 18:45 a 20:05 - Aula Biblioteca - Mariu, Orquestación I",FALSE,FALSE,FALSE,0775,Mie 18:45 a 20:05,Aula Biblioteca,"Mariu, Orquestación I",,Especialidades,No coincide,Orquestación I
,esp,Formación Específica,Trayectos Musicales Orientados,Orquestación I,No sé,"0775 - Mie 00:00 a 00:00 - Aula 000 - Mariu, Orquestación I",FALSE,FALSE,FALSE,0775,Mie 00:00 a 00:00,Aula 000,"Mariu, Orquestación I",,Especialidades,No coincide,Orquestación I
,esp,Formación Específica,Trayectos Musicales Orientados,Orquestación II,No sé,"0673 - Mie 18:00 a 19: 20 - Aula PB 08 - Suarez, Orquestación II",FALSE,FALSE,FALSE,0673,Mie 18:00 a 19: 20,Aula PB 08,"Suarez, Orquestación II",,Especialidades,No coincide,Orquestación II
,esp,Formación Específica,Trayectos Musicales Orientados,Orquestación III,No sé,"1213 - Jue 14:15 a 15:40 - Aula PB 20 - Retamal, Orquestación III",FALSE,FALSE,FALSE,1213,Jue 14:15 a 15:40,Aula PB 20,"Retamal, Orquestación III",,Especialidades,No coincide,Orquestación III
,esp,Formación Específica,Trayectos Musicales Orientados,Orquestación III,No sé,"0213 - Lun 18:45 a 20:05 - Sala de Profes - Suárez, Orquestación III",FALSE,FALSE,FALSE,0213,Lun 18:45 a 20:05,Sala de Profes,"Suárez, Orquestación III",,Especialidades,No coincide,Orquestación III
,esp,Formación Específica,Trayectos Musicales Orientados,Práctica de la Dirección Sinfónico - Coral.,No sé,Horario a acordar con el profesor Andrés Tolcachir,FALSE,FALSE,FALSE,Horario a acordar con el profesor Andrés Tolcachir,,,,,Especialidades,No coincide,Práctica de la Dirección Sinfónico - Coral.
1er,esp,Formación Específica,Trayectos Musicales Orientados,Proyectos de composición ,No sé,"0640 - Vier 15:00 a 17:00 - Aula PA 13 - Espindola, Proyectos de composición I",FALSE,FALSE,FALSE,0640,Vier 15:00 a 17:00,Aula PA 13,"Espindola, Proyectos de composición I",,Especialidades,No coincide,Proyectos de composición 
1er,esp,Formación Específica,Trayectos Musicales Orientados,Proyectos de composición ,No sé,"0638 - Jue 18:00 a 20:00 - Aula PB 12 - Espindola, Proyectos de composición I",FALSE,FALSE,FALSE,0638,Jue 18:00 a 20:00,Aula PB 12,"Espindola, Proyectos de composición I",,Especialidades,No coincide,Proyectos de composición 
2do,esp,Formación Específica,Trayectos Musicales Orientados,Proyectos de composición ,No sé,"0671 - Lun 20:15 a 22:15 - Sala de profes - Suarez, Proyectos de composición II",FALSE,FALSE,FALSE,0671,Lun 20:15 a 22:15,Sala de profes,"Suarez, Proyectos de composición II",,Especialidades,No coincide,Proyectos de composición 
2do,esp,Formación Específica,Trayectos Musicales Orientados,Proyectos de composición ,No sé,"0648 - Mar 17:15 a 19:15 - Aula PB 21 - Espindola, Proyectos de composición II",FALSE,FALSE,FALSE,0648,Mar 17:15 a 19:15,Aula PB 21,"Espindola, Proyectos de composición II",,Especialidades,No coincide,Proyectos de composición 
3ro,esp,Formación Específica,Trayectos Musicales Orientados,Proyectos de composición ,No sé,"1212 - Jue 11:45 a 13: 45 - Aula PB 20 - Retamal, Proyectos de composición III",FALSE,FALSE,FALSE,1212,Jue 11:45 a 13: 45,Aula PB 20,"Retamal, Proyectos de composición III",,Especialidades,No coincide,Proyectos de composición 
4to,esp,Formación Específica,Trayectos Musicales Orientados,Proyectos de composición ,No sé,"0139 - Jue 20:15 a 22:15 - Aula PB 09 - Espindola, Proyectos de composición IV",FALSE,FALSE,FALSE,0139,Jue 20:15 a 22:15,Aula PB 09,"Espindola, Proyectos de composición IV",,Especialidades,No coincide,Proyectos de composición 
,esp,Formación Específica,Trayectos Musicales Orientados,Taller de Coro y Práctica de la Dirección Coral I,No sé,0536 - Lun 18:00 a 20:40 - Aula PA 09 - Sigesmundo Romero,FALSE,FALSE,FALSE,0536,Lun 18:00 a 20:40,Aula PA 09,Sigesmundo Romero,,Especialidades,No coincide,Taller de Coro y Práctica de la Dirección Coral I
,esp,Formación Específica,Trayectos Musicales Orientados,Taller de Coro y Práctica de la Dirección Coral I,No sé,1223 - Lun 18:00 a 20:40 - Aula PA 09 - Tamara Ludman,FALSE,FALSE,FALSE,1223,Lun 18:00 a 20:40,Aula PA 09,Tamara Ludman,,Especialidades,No coincide,Taller de Coro y Práctica de la Dirección Coral I
,esp,Formación Específica,Trayectos Musicales Orientados,Teoría y Práctica de la Dirección Orquestal,No sé,Horario a acordar con el profesor Andrés Tolcachir,FALSE,FALSE,FALSE,Horario a acordar con el profesor Andrés Tolcachir,,,,,Especialidades,No coincide,Teoría y Práctica de la Dirección Orquestal